EntityNumber,EntityContact,ContactType,Value
0769.524.061,ENT,EMAIL,jan.froyman@greenparkinvest.com
0769.755.277,ENT,EMAIL,info@plaz.be
0769.967.390,ENT,TEL,0475/433.834
0769.967.390,ENT,EMAIL,cmdparts@gmail.com
0770.359.746,ENT,EMAIL,Ernstaben@mac.com
0770.829.603,ENT,EMAIL,vandammethomas_6@hotmail.com
0771.363.004,ENT,EMAIL,jasper.buckens@gmail.com
0771.383.788,ENT,EMAIL,davidlanipekun@gmail.com
0771.497.418,ENT,WEB,www.robmionvastgoed.nl
0771.680.035,ENT,EMAIL,eno.mertens@web-con.be
0771.680.629,ENT,EMAIL,stephanie@rucquoy.com
0771.905.907,ENT,EMAIL,brechtje@plantrekkers.nu
0772.292.125,ENT,EMAIL,info@mimpact.org
0772.292.125,ENT,WEB,www.mimpact.org
0772.320.136,ENT,EMAIL,management@rhythmoves.com
0772.320.136,ENT,WEB,www.rhythmoves.com
0772.351.315,ENT,EMAIL,info@triarte.be
0772.424.559,ENT,EMAIL,partners@outliersevents.be
0772.424.559,ENT,WEB,outliersevents.be
0772.505.030,ENT,EMAIL,delini.2021@icloud.com
0772.601.832,ENT,TEL,0493030302
0772.601.832,ENT,EMAIL,info@will.training
0772.601.832,ENT,WEB,willgym.be
0772.674.779,ENT,EMAIL,info@h5c.be
0772.843.639,ENT,EMAIL,angela@apr.be
0772.905.502,ENT,TEL,0487/25.32.72
0772.905.502,ENT,EMAIL,charlesnijders@outlook.com
0772.943.807,ENT,EMAIL,axelwilmssen@hotmail.com
0772.954.792,ENT,EMAIL,jan@stadsform.be
0772.954.792,ENT,WEB,www.stadsform.be/
0772.984.783,ENT,EMAIL,info@btoterminal.be
0772.984.783,ENT,WEB,www.BTOTERMINAL.be
0773.466.617,ENT,EMAIL,info@uniekgerief.be
0773.716.342,ENT,TEL,0484770743
0773.716.342,ENT,EMAIL,maria@gmfb.be
0773.758.211,ENT,EMAIL,gertwoutersbv@gmail.com
0773.873.522,ENT,EMAIL,nico.vandenberghen@gmail.com
0773.886.388,ENT,TEL,0465134475
0773.886.388,ENT,EMAIL,INFO@GROGOSTORE.BE
0773.886.388,ENT,WEB,WWW.GROGOSTORE.COM
0773.899.553,ENT,EMAIL,info@buddyinvest.be
0773.899.553,ENT,WEB,www.buddyinvest.be
0773.996.256,ENT,TEL,03 318 64 37
0773.996.256,ENT,EMAIL,hello@heave.be
0773.996.256,ENT,WEB,heave.be
0774.646.057,ENT,TEL,032069898
0774.646.057,ENT,EMAIL,studie@notarisdebaecker.be
0774.657.836,ENT,TEL,032420550
0774.657.836,ENT,EMAIL,info@vl-holding.be
0774.657.836,ENT,WEB,www.vl-holding.be
0775.311.694,ENT,EMAIL,Info@havearoll.com
0775.311.694,ENT,WEB,www.havearoll.com
0775.493.422,ENT,TEL,+32 3 247 59 10
0775.493.422,ENT,EMAIL,info@cmb.be
0775.493.422,ENT,WEB,cmb.tech/
0775.549.543,ENT,EMAIL,brahim.belhassnioui.1998@gmail.com
0775.963.772,ENT,EMAIL,info@girati.com
0775.963.772,ENT,WEB,www.girati.com/
0776.370.974,ENT,EMAIL,subtime_antwerpen@hotmail.com
0776.507.368,ENT,TEL,0470 30 90 23
0776.507.368,ENT,EMAIL,gonzales.pm@outlook.com
0776.561.709,ENT,EMAIL,info@byron-stables.be
0776.561.709,ENT,WEB,www.byron-stables.be
0776.624.659,ENT,WEB,www.immodome.be
0776.627.629,ENT,EMAIL,docs@dgcompany.be
0776.627.629,ENT,WEB,www.dgcompany.be
0776.813.513,ENT,EMAIL,info@darkmattr.io
0776.813.513,ENT,WEB,darkmattr.io
0776.813.513,ENT,WEB,www.darkmattr.io
0776.935.752,ENT,TEL,0472068524
0776.935.752,ENT,EMAIL,k50@hotmail.be
0776.935.752,ENT,WEB,www.k50.be
0777.287.031,ENT,EMAIL,info@credix.finance
0777.287.031,ENT,WEB,www.credix.finance
0777.427.482,ENT,EMAIL,homij.corporation@gmail.com
0777.502.510,ENT,EMAIL,sugarandsweetsantwerpen@gmail.com
0777.587.731,ENT,EMAIL,info@107spirits.com
0777.587.731,ENT,WEB,www.107spirits.com
0777.590.996,ENT,EMAIL,lespetitsbisous.be@gmail.com
0777.678.494,ENT,EMAIL,clockwork.bee@proximus.be
0777.678.494,ENT,WEB,www.clockworkbee.be
0778.401.937,ENT,EMAIL,neonbarok@gmail.com
0778.403.917,ENT,EMAIL,info@tbd.be
0778.403.917,ENT,WEB,www.tbd.be
0778.425.295,ENT,EMAIL,valerie@vanmassenhove.be
0778.646.516,ENT,WEB,www.18sushi.be
0778.648.395,ENT,EMAIL,srymenans@gmail.com
0778.921.282,ENT,EMAIL,diana@adminiplan.com
0778.921.282,ENT,WEB,www.adminiplan.com
0778.968.002,ENT,EMAIL,info@datatweaker.com
0778.968.002,ENT,WEB,www.datatweaker.com
0779.424.890,ENT,EMAIL,antwerpen@rubafood.com
0779.424.890,ENT,WEB,www.rubafood.com
0779.501.601,ENT,EMAIL,info@cnbb.nl
0779.501.601,ENT,WEB,www.cnbb.be
0779.610.279,ENT,TEL,0479596628
0779.610.279,ENT,EMAIL,info@poledanceantwerp.be
0779.610.279,ENT,WEB,poledanceantwerp.be
0779.610.279,ENT,WEB,www.poledanceantwerp.be
0779.655.316,ENT,EMAIL,info@quasr.io
0779.655.316,ENT,WEB,www.quasr.io
0779.895.341,ENT,TEL,032397760
0780.463.978,ENT,EMAIL,info@virtuar.be
0780.711.923,ENT,TEL,032374447
0780.711.923,ENT,WEB,www.oogarts-dr-verdonck.be
0780.760.225,ENT,TEL,0475524302
0780.760.225,ENT,EMAIL,jelle@argentor.be
0780.999.755,ENT,EMAIL,info@mpointconsulting.be
0780.999.755,ENT,WEB,www.mpointconsulting.be
0781.521.377,ENT,TEL,0485245476
0781.521.377,ENT,EMAIL,davidolensky@hotmail.com
0781.521.377,ENT,WEB,www.zonendak.be
0781.573.045,ENT,EMAIL,n-luhouch-cab@hotmail.com
0781.582.943,ENT,TEL,0477986352
0781.582.943,ENT,EMAIL,stijn@stretchinnovation.be
0781.682.121,ENT,TEL,032337439
0781.682.121,ENT,EMAIL,joris@antwerpportservices.be
0782.217.106,ENT,TEL,0499715725
0782.382.994,ENT,EMAIL,margareta.pyckhout@taradin.be
0782.463.267,ENT,EMAIL,j.bosmansdocprac@outlook.com
0782.499.889,ENT,EMAIL,ellen.vantichelt@gmail.com
0782.569.670,ENT,EMAIL,info@qrinvest.be
0782.569.670,ENT,WEB,www.qrinvest.be
0782.732.194,ENT,TEL,0484132007
0782.732.194,ENT,EMAIL,zakenmails@gmail.com
0782.847.309,ENT,TEL,0469/12.76.54
0782.847.309,ENT,EMAIL,esmeedeij@gmail.com
0783.317.560,ENT,TEL,032570489
0783.317.560,ENT,WEB,xior.be
0783.335.574,ENT,EMAIL,macabregadgets@gmail.com
0783.335.574,ENT,WEB,www.macabregadgets.com
0783.443.363,ENT,EMAIL,info@lbgroendaken.be
0783.443.363,ENT,WEB,www.lbgroendaken.be
0783.773.559,ENT,EMAIL,ronald.dillen1@telenet.be
0783.889.860,ENT,EMAIL,info@marktistiek.be
0783.889.860,ENT,WEB,www.marktistiek.be
0784.217.482,ENT,EMAIL,info@que-vin.be
0784.217.482,ENT,WEB,www.que-vin.be
0784.335.268,ENT,EMAIL,elke@dvaccountants.be
0784.371.494,ENT,EMAIL,hello@inchoc.be
0784.371.494,ENT,WEB,www.inchoc.be
0784.481.461,ENT,TEL,0475 49 30 69
0784.481.461,ENT,EMAIL,elly@albobetonbouw.be
0784.631.911,ENT,EMAIL,hotmail@grafbloemen.org
0784.631.911,ENT,WEB,www.grafbloemen.org
0784.702.482,ENT,TEL,+32472896909
0784.702.482,ENT,EMAIL,koenvh1978@gmail.com
0784.718.320,ENT,EMAIL,frank@poef.rocks
0784.718.320,ENT,WEB,poef.rocks
0784.811.459,ENT,EMAIL,theo@redoxforte.com
0784.811.459,ENT,WEB,www.redoxforte.com
0784.881.636,ENT,EMAIL,strefakobietbiznesubelgia@gmail.com
0784.889.851,ENT,TEL,+3232241168
0784.889.851,ENT,EMAIL,magnus.temmerman@steelforce.net
0785.293.687,ENT,EMAIL,daya.beanr@gmail.com
0785.459.676,ENT,EMAIL,aijbrealestate@telenet.be
0785.583.501,ENT,EMAIL,dirk.permans@scarlet.be
0785.877.271,ENT,EMAIL,marie.thecleanskinlabel@outlook.com
0786.207.269,ENT,TEL,0477073904
0786.207.269,ENT,EMAIL,wout@studionorthwest.be
0786.212.417,ENT,TEL,0470551746
0786.212.417,ENT,EMAIL,info@bomonti.be
0786.212.417,ENT,WEB,www.bomonti.be
0786.523.213,ENT,EMAIL,info@bladi.shop
0786.523.213,ENT,WEB,www.bladi.shop
0786.639.613,ENT,EMAIL,uaprisma@gmail.com
0786.740.076,ENT,EMAIL,info@joepublic.be
0786.740.076,ENT,WEB,www.joepublic.be
0786.785.707,ENT,EMAIL,fretjulie@hotmail.com
0786.976.242,ENT,TEL,+32 3 2315266
0786.976.242,ENT,EMAIL,live@crossroadscafe.be
0787.285.751,ENT,WEB,www.sophielambers.com/
0787.352.067,ENT,TEL,0478484228
0787.352.067,ENT,EMAIL,nadia@nleys.be
0787.362.064,ENT,EMAIL,antwerpen@usedproducts.be
0787.392.847,ENT,TEL,0492084988
0787.392.847,ENT,EMAIL,asyabv2022@outlook.com
0787.789.557,ENT,EMAIL,management@nineandtwo.be
0787.789.557,ENT,WEB,www.nineandtwo.be
0787.883.191,ENT,EMAIL,vroomeglenn@outlook.com
0787.926.545,ENT,EMAIL,Steven.Vyvey@vyvey-co.be
0788.259.216,ENT,EMAIL,bo@minimotus.be
0788.259.216,ENT,WEB,www.minimotus.be
0788.294.254,ENT,TEL,+32 3 247 59 11
0788.392.838,ENT,TEL,0488583121
0788.392.838,ENT,EMAIL,kokanje@hotmail.com
0788.617.522,ENT,TEL,0483690057
0788.617.522,ENT,EMAIL,moshe_yanuka@hotmail.com
0788.642.365,ENT,TEL,+32 3 247 59 11
0788.737.583,ENT,EMAIL,info@ctrue.be
0788.737.583,ENT,WEB,www.ctrue.be
0788.864.475,ENT,EMAIL,pieter.versyck@gmail.com
0788.946.530,ENT,EMAIL,clementvanvyve@gmail.com
0789.227.830,ENT,EMAIL,info@arborantwerp.com
0789.227.830,ENT,WEB,www.arborantwerp.com
0789.295.334,ENT,TEL,0476995438
0789.295.334,ENT,EMAIL,alexanderforton@hotmail.com
0789.295.334,ENT,EMAIL,info@skinnychef.be
0789.295.334,ENT,WEB,www.skinnychef.be
0789.419.355,ENT,EMAIL,info@nicenez-records.com
0789.419.355,ENT,WEB,www.nicenez-records.com
0789.627.015,ENT,TEL,0484419989
0789.627.015,ENT,EMAIL,info@amberbottleshop.com
0789.980.470,ENT,EMAIL,bineteseck2106@gmail.com
0790.300.075,ENT,EMAIL,info@deconferentie.be
0790.300.075,ENT,WEB,www.deconferentie.be
0790.369.361,ENT,TEL,0486915066
0790.369.361,ENT,EMAIL,info@mimafi.be
0790.437.459,ENT,TEL,0496 234569
0790.437.459,ENT,EMAIL,maccoppens@gmail.com
0790.672.437,ENT,EMAIL,cindy.van.loon@steelforce.net
0790.850.403,ENT,EMAIL,info@lasourisscooters.be
0790.850.403,ENT,WEB,www.lasourisscooters.be
0790.903.059,ENT,TEL,0495/18.06.49
0791.171.392,ENT,EMAIL,goossens.yannick@outlook.be
0791.549.593,ENT,EMAIL, info@mimafi.be
0791.576.220,ENT,EMAIL,eiland@fitalityclubs.be
0791.764.082,ENT,EMAIL,vonnglobalart@gmail.com
0791.764.082,ENT,WEB,www.vonnglobalart.wixsite.com
0791.911.265,ENT,TEL,+351934437115
0791.911.265,ENT,EMAIL,patricia.loucano@gmail.com
0791.931.259,ENT,EMAIL,medeacademie@gmail.com
0792.237.503,ENT,EMAIL,hello@chapter84.be
0792.325.395,ENT,TEL,0479/915367
0792.325.395,ENT,EMAIL,info@finvictum.com
0792.325.395,ENT,WEB,www.finvictum.com
0792.334.701,ENT,EMAIL,d.bamboo04@yahoo.com
0792.336.877,ENT,WEB,www.lucendi-consulting.be
0792.387.753,ENT,EMAIL,info@lanicad.be
0792.387.753,ENT,WEB,www.lanicad.be
0792.629.857,ENT,TEL,0032477762152
0792.629.857,ENT,EMAIL,thomas.busschop@mimafi.be
0792.806.932,ENT,TEL,+32477762152
0792.806.932,ENT,EMAIL,thomas.busschop@mimafi.be
0792.807.229,ENT,EMAIL,franksafranek@gmail.com
0792.807.229,ENT,WEB,www.safranex.com
0792.816.038,ENT,EMAIL,akkayasvzw@gmail.com
0793.733.677,ENT,EMAIL,info@dev-agency.be
0794.132.961,ENT,EMAIL,info@visiononsafety.com
0794.132.961,ENT,WEB,www.visiononsafety.com
0794.200.366,ENT,TEL,0468188414
0794.200.366,ENT,EMAIL,hello@young.agency
0794.200.366,ENT,WEB,www.young.agency
0794.263.516,ENT,EMAIL,patrijs.sa@outlook.com
0794.549.962,ENT,EMAIL,triina895@gmail.com
0794.585.297,ENT,WEB,www.huisartsendewijngaard.be
0794.614.003,ENT,EMAIL,amovconsult@gmail.com
0794.623.208,ENT,EMAIL,studjoseef@gmail.com
0794.836.905,ENT,EMAIL,leonie.lauwers@hotmail.com
0794.925.490,ENT,EMAIL,damuthea.info@gmail.om
0795.474.432,ENT,EMAIL,denniswielockx65@gmail.com
0795.532.236,ENT,EMAIL,welkom@iferniti.be
0795.545.795,ENT,TEL,033243815
0795.545.795,ENT,EMAIL,artvintagecafe@gmail.com
0795.545.795,ENT,EMAIL,ml.euconfin@skynet.be
0795.640.817,ENT,EMAIL,info@esmeemeyer.com
0795.640.817,ENT,WEB,www.esmeemeyer.com
0795.691.196,ENT,EMAIL,elisabeth.dankwa@gmail.com
0795.691.196,ENT,WEB,linktr.ee/kacbelgium
0795.900.143,ENT,EMAIL,vandammethomas_6@hotmail.com
0795.909.546,ENT,EMAIL,info@urbanbikestore.be
0797.144.713,ENT,EMAIL,	 biren.van.herck@gmail.com
0797.237.060,ENT,EMAIL,dimitri@wilfa.be
0797.377.414,ENT,EMAIL,info@thefuture.be
0797.377.414,ENT,WEB,thefuture.be
0797.664.355,ENT,EMAIL,olivier.pire@live.be
0797.701.769,ENT,EMAIL,info@kerbstone.be
0797.931.995,ENT,TEL,0483/46.29.41
0797.931.995,ENT,EMAIL,noureddine.abdellati@outlook.be
0797.983.366,ENT,TEL,0497551828
0797.983.366,ENT,EMAIL,hello@terrageantwerp.com
0797.997.224,ENT,TEL,0485/75.22.45
0797.997.224,ENT,EMAIL,info@asbest-certi.com
0798.096.303,ENT,EMAIL,fpierets@gmail.com
0798.096.303,ENT,WEB,jfpierets.com
0798.304.654,ENT,EMAIL,invest@houseofco.eu
0798.304.654,ENT,WEB,www.houseofco.eu
0798.313.166,ENT,EMAIL,filiz.kilicFKI@outlook.be
0798.522.905,ENT,EMAIL,ms.advising@telenet.be
0798.618.717,ENT,TEL,0488/06.36.64
0798.618.717,ENT,EMAIL,sarah_desmedt@hotmail.be
0799.084.317,ENT,TEL,0498198198
0799.084.317,ENT,EMAIL,se.antwerpen@gmail.com
0799.115.692,ENT,EMAIL,ferm.eline@telenet.be
0799.197.549,ENT,EMAIL,tussenderegelsvzw@gmail.com
0799.245.752,ENT,EMAIL,yurii.smortkin@gmail.com
0799.344.732,ENT,TEL,0465256728
0799.344.732,ENT,EMAIL,jens_thijs@hotmail.com
0799.363.637,ENT,EMAIL,sailingforthinkpink@gmail.com
0799.363.637,ENT,WEB,www.sailingforthinkpink.be
0799.397.982,ENT,EMAIL,info@vl-holding.be
0799.397.982,ENT,WEB,www.vl-holding.be
0799.458.261,ENT,TEL,0471787993
0799.458.261,ENT,EMAIL,ship@leelagroup.net
0799.543.383,ENT,EMAIL,luckasvannuffel@gmail.com
0799.543.779,ENT,TEL,0493/474.678
0799.543.779,ENT,EMAIL,choewangtenzin@icloud.com
0799.571.691,ENT,EMAIL,tom@tomcauwe.be
0799.596.239,ENT,EMAIL,info@dierenartsdas.be
0799.596.239,ENT,WEB,www.dierenartsdas.be
0799.642.660,ENT,EMAIL,info@cans.nu
0799.642.660,ENT,WEB,www.cans.nu
0799.722.339,ENT,TEL,0476869918
0799.722.339,ENT,EMAIL,amra@wobby.ai
0799.722.339,ENT,WEB,wobby.ai
0799.778.163,ENT,EMAIL,makimaki.antwerpen@gmail.com
0799.848.241,ENT,EMAIL,info@valuethrough.com
0799.848.241,ENT,WEB,www.valuethrough.com
0800.061.146,ENT,TEL,025827511
0800.061.146,ENT,EMAIL,hanne@htbbedrijfsadviseurs.be
0800.350.364,ENT,EMAIL,maxime.dreesen@hotmail.com
0800.664.922,ENT,EMAIL,info@uitvaartzorgdexters.be
0800.664.922,ENT,WEB,www.uitvaartzorgdexters.be
0800.700.059,ENT,EMAIL,info@mc-management.be
0800.726.090,ENT,EMAIL,booking@doodlesandfriends.be
0800.726.090,ENT,WEB,www.doodlesandfriends.be
0800.792.111,ENT,EMAIL,info@meadfest.eu
0800.792.111,ENT,WEB,www.meadfest.eu
0800.821.508,ENT,EMAIL,bestuur@antwerpennieuw-4-0.be
0800.821.508,ENT,WEB,www.antwerpennieuw-4-0.be
0801.131.809,ENT,EMAIL,management@lianicollective.com
0801.131.809,ENT,WEB,www.lianicollective.com
0801.235.242,ENT,EMAIL,info@scimm.eu
0801.745.778,ENT,EMAIL,unholyravers@gmail.com
0801.745.976,ENT,EMAIL,info.bemoz@gmail.com
0802.303.034,ENT,TEL,0471787993
0802.303.034,ENT,EMAIL,patrick.bove@outlook.be
0802.321.642,ENT,TEL,032816186
0802.321.642,ENT,EMAIL,info@resio.be
0802.321.642,ENT,WEB,resio.be
0802.422.008,ENT,EMAIL,jan.buermans@skynet.be
0802.422.008,ENT,WEB,act2act.be
0802.430.322,ENT,EMAIL,f.heirbaut@skynet.be
0802.731.319,ENT,EMAIL,stijn.van.baal@hotmail.com
0802.871.869,ENT,EMAIL,info@cltxprt.be
0802.871.869,ENT,WEB,www.cltxprt.be
0803.063.988,ENT,TEL,0498904678
0803.063.988,ENT,EMAIL,vicky@teamviki.be
0803.063.988,ENT,WEB,www.teamviki.be
0803.232.353,ENT,EMAIL,bambi@bdsaccountancy
0803.403.488,ENT,TEL,034328567
0803.403.488,ENT,EMAIL,annelies.rottiers@triple-living.be
0803.541.664,ENT,TEL,0032476422012
0803.541.664,ENT,EMAIL,h.kluwer@hhpartners.be
0803.541.664,ENT,WEB,www.mccapital.partners
0803.800.594,ENT,EMAIL,Sammy.mb97@outlook.com
0803.814.056,ENT,EMAIL,nicholasdavies08@icloud.com
0803.814.056,ENT,WEB,kineteam-berendrecht.be/
0803.961.041,ENT,TEL,0496234569
0803.961.041,ENT,EMAIL,maccoppens@glmail.com
0804.078.629,ENT,TEL,0474012562
0804.078.629,ENT,EMAIL,info.chingurestaurant@gmail.com
0804.117.528,ENT,WEB,www.talenco.be
0804.198.690,ENT,TEL,0474/53.12.46
0804.198.690,ENT,EMAIL,info@theview.city
0804.198.690,ENT,WEB,www.theview.city
0804.227.889,ENT,EMAIL,konnichiwaantwerp@gmail.com
0804.960.141,ENT,EMAIL,Dieter@DiDiSo.com
0805.030.912,ENT,EMAIL,frederictenorio@gmail.com
0805.245.104,ENT,TEL,0477/33.70.00
0805.245.104,ENT,EMAIL,sus@fa-concept.be
0805.414.853,ENT,EMAIL,contact@prominenceagency.com
0805.414.853,ENT,WEB,prominenceagency.com
0805.422.870,ENT,TEL,+32493700897
0805.422.870,ENT,EMAIL,info@ccw-antwerp.com
0805.422.870,ENT,WEB,www.ccw-antwerp.com
0805.886.094,ENT,EMAIL,hello@g2uprojects.be
0805.988.242,ENT,TEL,0477724608
0805.988.242,ENT,EMAIL,patrick@staticfilms.eu
0806.138.591,ENT,TEL,03-284 88 88
0806.138.591,ENT,EMAIL,info@immonatie.be
0806.138.591,ENT,WEB,www.immonatie.be
0806.806.705,ENT,TEL,032211333
0806.806.705,ENT,EMAIL,bz_post@antwerpen.be
0807.094.834,ENT,TEL,0499705007
0807.094.834,ENT,EMAIL,info@shouf-shouf.be
0807.094.834,ENT,WEB,www.shouf-shouf.be
0808.067.210,ENT,EMAIL,moorees.kris@gmail.com
0808.208.453,ENT,EMAIL,info@logenuity.be
0808.208.453,ENT,EMAIL,info@logenuity.be
0808.659.702,ENT,EMAIL,johan.tigiconceptstore@gmail.com
0808.832.718,ENT,EMAIL,Kris.de.kort@hotmail.com
0809.621.089,ENT,WEB,strandassociates.be
0809.751.248,ENT,EMAIL,ivan@inveztor360.com
0810.389.567,ENT,TEL,03/231.54.56
0810.389.567,ENT,EMAIL,steve@outpost.com
0811.029.569,ENT,TEL,032577302
0811.029.569,ENT,EMAIL,sarah@poot-architectuur.be
0817.503.528,ENT,TEL,0477870075
0817.503.528,ENT,EMAIL,frank@athomepublishers.be
0818.344.953,ENT,EMAIL,management@diamantipertutti.com
0818.344.953,ENT,WEB,www.diamantipertutti.com
0819.627.729,ENT,EMAIL,BOUWPLATFORM.VLAANDEREN@GMAIL.COM
0820.450.645,ENT,TEL,+41 327297304
0821.176.561,ENT,EMAIL,info@plan-c-architects.be
0822.438.848,ENT,EMAIL,info@mp-advocaten.be
0822.438.848,ENT,WEB,www.mp-advocaten.be
0823.219.006,ENT,TEL,03/491.82.60
0823.401.227,ENT,WEB,www.hoteldocklands.be
0824.598.879,ENT,TEL,0475/20.86.44
0825.304.209,ENT,EMAIL,e.delpierre@amdops.com
0825.990.830,ENT,TEL,0475488312
0825.990.830,ENT,EMAIL,kris@heatinternational.net
0825.990.830,ENT,WEB,www.heatinternational.net
0826.875.411,ENT,TEL,03/411.00.98
0826.875.411,ENT,EMAIL,f.jacobs@rdbm.eu
0827.393.271,ENT,TEL,03/755 8 755
0827.393.271,ENT,EMAIL,info@belgianwines.com
0827.393.271,ENT,WEB,www.belgianwines.com
0827.402.575,ENT,EMAIL,bestellingen@nicotaeymans.be
0827.402.575,ENT,WEB,www.nicotaeymans.be
0828.101.569,ENT,TEL,03/336.37.41
0828.101.569,ENT,EMAIL,info@rmaccountants.be
0828.101.569,ENT,WEB,www.rmaccountants.be
0828.413.157,ENT,TEL,0475 53 27 88
0828.413.157,ENT,EMAIL,Geert@hennissen.be
0828.795.120,ENT,TEL,+3234460060
0828.795.120,ENT,EMAIL,hello@ressence.be
0828.795.120,ENT,WEB,www.ressencewatches.com
0829.024.455,ENT,EMAIL,info@bakermen.com
0829.209.943,ENT,EMAIL,info@thesoulantwerp.com
0829.478.573,ENT,EMAIL,virginie.degroote@dp-advocaten.be
0829.938.235,ENT,EMAIL,olivier@forwardbelgium.be
0830.073.342,ENT,TEL,0495201069
0830.073.342,ENT,EMAIL,erwin@fmif.be
0831.095.406,ENT,TEL,0475786968
0831.095.406,ENT,EMAIL,g.scatorchia@skynet.be
0831.310.883,ENT,EMAIL,info@rof.be
0831.310.883,ENT,WEB,www.rof.be
0831.570.112,ENT,TEL,03/303.26.00
0831.570.112,ENT,EMAIL,info@remantcool.be
0831.570.112,ENT,WEB,www.remant.be
0832.313.052,ENT,EMAIL,geoffrey.smolders@gmail.com
0832.550.208,ENT,EMAIL,renee@zuidshop.be
0832.550.208,ENT,WEB,www.zuidshop.be
0833.110.036,ENT,TEL,0488722982
0833.110.036,ENT,EMAIL,impressionantwerp@gmail.com
0834.217.420,ENT,TEL,03/272.41.00
0834.217.420,ENT,EMAIL,info@dbdt.be
0834.322.635,ENT,EMAIL,mvb@piessens.com
0834.483.377,ENT,EMAIL,jan.van.dessel@icloud.com
0835.644.013,ENT,TEL,03/260.95.95
0836.054.480,ENT,EMAIL,antwerpen@vincentdepaul.be
0837.610.539,ENT,EMAIL,parmeetbvba@gmail.com
0838.868.371,ENT,TEL,0475868737
0838.868.371,ENT,EMAIL,tom@bma-group.be
0838.949.139,ENT,EMAIL,info@earthexplorers.com
0838.949.139,ENT,WEB,www.blueearthexplorers.com
0839.470.167,ENT,TEL,033273570
0839.470.167,ENT,EMAIL,info@eutram.com
0839.470.167,ENT,WEB,www.europeantransportmanagement.com
0839.766.513,ENT,EMAIL,peterpc2@online.be
0840.291.105,ENT,EMAIL,Info@eonservices.be
0840.470.257,ENT,EMAIL,info@no-ha.com
0840.470.257,ENT,WEB,www.no-ha.com
0840.708.995,ENT,TEL,0479/27.98.42
0840.708.995,ENT,EMAIL,SOFIE@FEEK.BE
0841.205.774,ENT,EMAIL,company@faktion.com
0841.205.774,ENT,WEB,www.faktion.com
0841.227.748,ENT,TEL,+32 3 369 02 40
0841.227.748,ENT,EMAIL,service@vanmeer.be
0841.227.748,ENT,WEB,www.vanmeer.be
0841.698.890,ENT,TEL,03/800.64.10
0841.698.890,ENT,EMAIL,ncalle@usgpeople.be
0841.702.058,ENT,TEL,03/233.78.65
0841.702.058,ENT,EMAIL,ann.hermann@efico.com
0843.541.001,ENT,EMAIL,info@caseware.be
0843.541.001,ENT,WEB,www.caseware.be
0843.687.192,ENT,EMAIL,info@2ndway.net
0843.975.422,ENT,EMAIL,info@ndcvastgoed.be
0844.356.987,ENT,TEL,0032486281644
0844.356.987,ENT,EMAIL,tom@aliazdesign.be
0844.393.017,ENT,TEL,014235570
0844.393.017,ENT,EMAIL,carine@schietekat.be
0844.474.773,ENT,EMAIL,info@guldeschoen.be
0844.578.208,ENT,TEL,03/281.33.63
0845.279.279,ENT,TEL,03/222.90.50
0845.279.279,ENT,EMAIL,pascale@znz.be
0845.311.052,ENT,WEB,www.nedworks.be
0845.899.386,ENT,TEL,03/247.56.88
0845.899.386,ENT,EMAIL,anita.verheyen@exmar.be
0846.711.416,ENT,TEL,03 491 04 50
0846.711.416,ENT,EMAIL,kantoor@stradalegale.be
0846.711.416,ENT,WEB,www.stradalegale.be
0847.240.461,ENT,EMAIL,info@sparklink.be
0847.240.461,ENT,WEB,sparklink.be
0847.258.772,ENT,TEL,03/221.99.89
0847.258.772,ENT,EMAIL,didier.lobelle@cepa.be
0848.387.536,ENT,TEL,0476490956
0848.387.536,ENT,EMAIL,gil@citycubes.be
0850.328.922,ENT,TEL,03.232.05.84
0859.595.687,ENT,TEL,0495282082
0859.595.687,ENT,EMAIL,edwin@clarityadvisers.com
0859.595.687,ENT,WEB,www.clarityadvisers.com
0861.077.215,ENT,TEL,032308582
0861.077.215,ENT,EMAIL,dominique@kinamo.be
0862.447.982,ENT,EMAIL,finance@orbis-partners.com
0864.326.913,ENT,EMAIL,Michel.Robeyns@belnot.be
0864.326.913,ENT,WEB,www.notarismichelrobeyns.be
0865.569.701,ENT,EMAIL,events@luxgroup.info
0866.127.153,ENT,EMAIL,ivan.collin@bcdm-law.be
0867.496.536,ENT,TEL,03 369 3333
0867.496.536,ENT,EMAIL,info@wizzou.com
0867.496.536,ENT,WEB,wizzou.com
0870.698.130,ENT,TEL,03/294.34.54
0870.698.130,ENT,EMAIL,rzhmanagement@telenet.be
0872.355.345,ENT,EMAIL,acaproject@vooruitzicht.be
0873.882.007,ENT,EMAIL,olivier.lins@scba.be
0874.857.252,ENT,TEL,+32476998601
0874.857.252,ENT,EMAIL,wemels@gmail.com
0874.857.252,ENT,WEB,www.wemelkamp.be
0875.476.765,ENT,TEL,41/327220101
0877.750.030,ENT,TEL,0475435565
0877.750.030,ENT,EMAIL,r.more@ac-mc.be
0878.688.455,ENT,EMAIL,thomas@cavemen.eu
0879.599.859,ENT,TEL,032486777
0879.599.859,ENT,EMAIL,sko@futurelab.net
0880.588.863,ENT,TEL,0474290131
0880.588.863,ENT,EMAIL,sonicoproductions@hotmail.com
0881.940.826,ENT,TEL,03.232.22.32
0882.308.634,ENT,TEL,0496242728
0882.308.634,ENT,EMAIL,michiel@good-food.be
0882.930.523,ENT,EMAIL,alexander.beerts@bouwwerkenbeerts.be
