EntityNumber,Language,TypeOfDenomination,Denomination
0766.449.359,2,1,TROM
0766.539.332,2,1,DBU
0766.570.610,2,1,CASA ROMANEASCA
0766.608.915,2,1,POERIA
0766.610.497,2,1,EAGLE CONSTRUCTION AND RENOVATION
0766.648.507,2,1,ALBA CONSTRUCT BELGIUM
0766.658.405,2,1,"Vereniging van mede-eigenaars van het gebouw te Antwerpen, Jan Palfijnstraat 25"
0766.665.729,2,1,"Vereniging van mede-eigenaars te Antwerpen, Dijlestraat 37-39-41-43-45"
0766.751.445,2,1,"""Vereniging van Mede-eigenaars Biekorfstraat 85, Antwerpen"" van het gebouw gelegen te 2060 Antwerpen, Biekorfstraat 85"
0766.766.093,2,1,"""Vereniging van mede-eigenaars van het gebouw gelegen te 2060 Antwerpen, De pretstraat 73"""
0766.818.850,2,1,SHAH JI
0766.825.580,2,1,Sheny
0766.854.779,2,1,AL-SA BOUW
0766.892.292,2,1,ALDO’S CONSTRUCTION & CLEANING
0767.406.491,2,1,GHIT
0767.569.512,2,1,INLAY
0767.674.034,2,1,Babymoon
0767.712.042,2,1,IJEOMA
0767.729.264,2,1,VZW Levensles van Mercedes
0767.729.264,2,2,VZW LVM
0767.757.671,2,1,LOKOMOTIV
0767.763.314,2,1,Milana's Poetshuis
0767.768.559,2,1,B-rent
0767.823.888,2,1,STEVENSDOTTIR
0767.832.796,2,1,Tetrax Consulting
0767.889.414,2,1,EUROTRANSFER
0767.896.342,2,1,SHM ASMA
0768.266.922,2,1,THIRA
0768.373.424,2,1,DANSAntwerpen
0768.373.424,2,2,D!A
0768.377.283,2,1,ONE MORE
0768.507.145,2,1,Po Box 42
0768.551.784,2,1,PRINCE NUTS
0768.593.950,2,1,MAABOURA
0768.601.076,2,1,Studio City Antwerp
0768.632.849,2,1,Industria Group
0768.689.861,2,1,BARWARI
0768.769.342,2,1,ALI SERVICES ANTWERPEN
0768.769.342,2,2,A.S.A.
0768.789.732,2,1,Algemeen Groenonderhoud
0768.819.624,2,1,IMS
0768.845.259,2,1,NO ISLAND ARCHITECTS
0768.877.131,2,1,KJS vzw
0768.880.002,2,1,SUPERMARKET MAMAN
0768.969.874,2,1,Louise Mertens
0769.253.253,2,1,Dokter Derya Pehlivan
0769.265.329,2,1,BERKE
0769.340.850,2,1,MAZADOR ANTWERP
0769.351.045,2,1,Xper NDT
0769.375.888,2,1,BREEDLIJN
0769.375.888,2,2,BL
0769.475.264,2,1,MAECOS
0769.487.241,2,1,"Vereniging van mede-eigenaars ""Residentie Kunsthalle"" te 2060 Antwerpen, Regentstraat 22"
0769.499.020,2,1,"Vereniging van mede-eigenaars ""Winvest 425"" Oranjestraat 117 te  2060 Antwerpen"
0769.606.710,2,1,ZIDIS GROUP
0769.729.246,2,1,Trifora
0769.749.834,2,1,M.D.S. FANTA
0769.753.891,2,1,MOSUL NUTS
0769.785.070,2,1,"Vereniging van mede-eigenaars Residentie ""Lange Lobroekstraat 167"" gelegen te 2060 Antwerpen, Lange Lobroekstraat 167"
0769.792.790,2,1,"Vereniging van Mede-eigenaars ""Residentie OSY 35""  te 2060 Antwerpen, Osystraat 35"
0769.810.311,2,1,"Vereniging van Mede-eigenaars ""Winvest 391"" Touwstraat 21 te 2060 Antwerpen"
0769.847.626,2,1,MS TRADE
0769.850.002,2,1,B & C BOUWWERKEN
0769.957.690,2,1,LOEIBEER
0770.392.212,2,1,Rollo
0770.422.203,2,1,ETE LOGISTIXX
0770.517.322,2,1,Soyu
0770.553.053,2,1,SALKINI MEUBELS
0770.569.285,2,1,Green Pearl Residences
0770.662.723,2,1,Maven Group
0770.733.888,2,1,Thorosec
0770.753.585,2,1,Dagraven
0770.777.638,2,1,JAVA DEVELOPMENT
0770.811.884,2,1,Dynamo
0770.830.294,2,1,Little Nomad
0770.919.376,2,1,BE KIND
0770.923.138,2,1,SARABANDO
0770.931.650,2,1,MKD
0770.935.709,2,1,3Beesz
0770.996.382,2,1,Nduka Company
0771.324.501,2,1,OPTIMUM BOUW
0771.379.731,2,1,COTKAR
0771.513.254,2,1,First Estate Group
0771.610.749,2,1,Made Karuur TVH
0771.640.344,2,1,House of Ram
0771.684.686,2,1,Viewpoint
0771.689.735,2,1,T & T
0771.704.086,2,1,THE LIGHT OF LIFE CHRISTIAN FELLOWSHIP
0771.705.274,2,1,JWAUTOMATION
0771.762.781,2,1,WELLSENSE
0771.812.073,2,1,Creative Floors
0772.335.972,2,1,The Constant Now
0772.335.972,2,2,TCN
0772.394.964,2,1,Socio Antwerpen
0772.433.269,2,1,ASIAN TIME
0772.441.583,2,1,Ethiopian Art Conservation Program
0772.441.583,2,2,EACP
0772.674.482,2,1,"""Vereniging van mede-eigenaars van het gebouw ""WINVEST 469"" gelegen te 2060 Antwerpen, Offerandestraat 70-72"""
0772.675.670,2,1,SEVENLOG BELGIUM
0772.775.046,2,1,GeluidsKultuur
0772.818.103,2,1,Leonid & Zn Transport
0772.848.884,2,1,"Vereniging van mede-eigenaars van het gebouw ""WINVEST 408"" gelegen te 2060 Antwerpen, Onderwijsstraat 71"
0772.874.323,2,1,"Vereniging van mede-eigenaars van het gebouw ""WINVEST 485"" gelegen te 2060 Antwerpen, Tulpstraat 56"
0772.877.588,2,1,"Vereniging van mede-eigenaars van het gebouw ""WINVEST 416"" gelegen te 2060 Antwerpen, Oranjestraat 89"
0772.885.805,2,1,"Vereniging van mede-eigenaars van het gebouw ""WINVEST 427"" gelegen te 2060 Antwerpen, Korte Lobroekstraat 8"
0773.351.801,2,1,"""Vereniging van mede-eigenaars van het complex ""THE WOODS RESIDENCE"" gelegen te 2060 Antwerpen, Duboisstraat 45"""
0773.467.904,2,1,Lennert De Rudder
0773.601.031,2,1,FLAVR
0773.622.708,2,1,NTI
0773.694.962,2,1,Op de Weerdt Bruno
0773.799.880,2,1,BACK2BELGIUM
0773.874.215,2,1,Shopopop Belgium
0773.921.527,2,1,DURI
0773.932.613,2,1,APEXservices
0773.935.383,2,1,HOOP A.S.
0774.298.144,2,1,ASENCEURS
0774.350.010,2,1,Robbe Wens
0774.352.186,2,1,Wannes Milis
0774.354.166,2,1,Lily Rose Group
0774.354.166,2,2,LRG
0774.462.450,2,1,AI ENGINEERING
0774.579.741,2,1,Dokter Quinten Roggeman
0774.645.661,2,1,Shaka's Entreprise
0774.681.095,2,1,DR. WARNAERTS
0774.702.772,2,1,Gilles Waterschoot
0774.711.086,2,1,Q.YE
0774.713.858,2,1,LA BELLE BUSINESS
0774.855.893,2,1,ANDERS MEDIA
0774.866.187,2,1,RENARD MUSIC
0775.263.194,2,1,NANAMI SHIPPING
0775.304.172,2,1,BEAT LOUNGE
0775.350.890,1,1,CEYLIN 12
0775.460.263,2,1,"Vereniging van Mede-eigenaars ""RESIDENTIE KERKSTRAAT 71-73"" gelegen te 2060 Antwerpen, Kerkstraat 71-73"
0775.616.453,2,1,EL FOGON
0775.724.341,2,1,MINO Agency
0775.793.330,2,1,CVL-Net
0775.802.337,2,1,414 Entertainment
0775.802.337,2,2,414 Ent
0775.873.108,2,1,Studioni
0775.878.056,2,1,BACK-IN
0775.933.682,2,1,BABLAB Comm. V.
0775.945.263,2,1,LUCKY
0776.352.861,2,1,Vereniging van Mede-eigenaars van het gebouw Viaduct Dam 122 te 2060 Antwerpen
0776.476.288,2,1,TOPRAK ALP
0776.576.258,2,1,MMMM
0776.608.922,2,1,AA STARS
0776.658.610,2,1,Quantum electriciteit & verwarming
0776.675.139,2,1,EL HOUJE'S
0776.697.410,2,1,Pockinity
0776.749.670,2,1,CCA
0776.789.163,2,1,PRINCE BROERS
0776.886.064,2,1,Pita Vlaanderen
0776.886.064,2,2,P V
0776.909.028,2,1,Kip Resto
0776.919.520,2,1,Experience Centric
0776.919.520,2,2,EC
0777.255.456,2,1,"Vereniging van mede-eigenaars Gasstraat 13, 2060 Antwerpen gelegen te 2060 Antwerpen, Gasstraat 13"
0777.270.995,2,1,THE HNC
0777.531.511,1,1,CLEAN ONE
0777.562.490,2,1,PEN1
0777.599.411,2,1,"Vereniging van mede-eigenaars van het gebouw Sint- Gummarusstraat 6 gelegen te 2060 Antwerpen, Sint Gummarusstraat 6"
0777.746.394,2,1,Danisa
0777.755.896,2,1,"Vereniging van mede-eigenaars van het gebouw Hoek L, Lange Beeldekensstraat 223-225 gelegen te 2060 Antwerpen, Lange Beeldekensstraat 225"
0777.793.114,2,1,SAHAN HOME & ELECTRO
0777.862.202,2,1,"Vereniging van Mede-eigenaars van het gebouw te 2060 Antwerpen, Rotterdamstraat 71"
0777.907.435,2,1,"""Vereniging van mede-eigenaars VIOLET"" te 2060 Antwerpen, Violetstraat 14"
0777.916.838,2,1,GROUPS FOODS SH
0777.989.488,2,1,JC SOFTWARE SOLUTIONS
0778.234.958,2,1,NMATEAMWERK
0778.301.670,2,1,ARISTOCRAT EVENT
0778.303.749,2,1,The Parlor
0778.348.685,2,1,ALWAHAAB
0778.395.009,2,1,ZAXO
0778.414.607,2,1,Webclew
0778.572.676,2,1,ACT met Marco
0778.601.677,2,1,DOTA
0778.603.756,2,1,Ultimate Crew
0778.608.904,2,1,DUBOIS 43
0778.741.833,2,1,GIL ELECTRIC
0778.784.789,2,1,Keizer Logistics
0778.801.419,2,1,NIGHTWALKERS
0778.826.955,2,1,LEONIE
0778.965.923,2,1,Diane de Moor
0778.976.712,2,1,MINO ART SPACE
0778.993.736,2,1,Lau Visual Creative
0779.263.554,2,1,EPS CONSTRUCT
0779.285.429,2,1,SPS Company
0779.352.438,2,1,A-SPACE
0779.404.007,2,1,ALIMENTATION CENTRALE BY AYHAN
0779.490.911,2,1,Vereniging van Mede-eigenaars van het gebouw Pothoekstraat 136-138-140 te 2060 Antwerpen
0779.505.361,2,1,ANEDJAR CONSULTING
0779.505.460,2,1,INTERNATIONAL HELP ORGANISATION EBRAR BELGIUM
0779.505.460,2,2,IHO EBRAR BELGIUM
0779.549.903,2,1,Immo Invest Partners II
0779.625.523,2,1,Fiducon Belgium
0779.632.253,2,1,DE LOORE CONSULT
0779.688.374,2,1,HAKI
0779.688.374,2,2,HAKI
0779.739.745,2,1,Maesland
0779.845.851,2,1,ALBIK
0779.967.201,2,1,Yesdrive
0779.967.595,2,1,YURALI GROUP
0779.990.856,2,1,Explus
0780.386.477,2,1,CONSONANT
0780.584.536,2,1,MATTHIJS DE BLOCK
0780.588.001,2,1,Studio Sol
0780.615.517,2,1,GPR Construct
0780.724.789,2,1,INDICO INTERIOR
0780.737.261,2,1,Congé Imaginé
0780.758.641,2,1,SailingHoliday
0780.802.587,2,1,MOMENTUM GROUP
0780.977.088,2,1,"Vereniging van Mede-eigenaars van het gebouw ""WINVEST 410"" gelegen te 2060 Antwerpen, Onderwijsstraat 75"
0780.989.659,2,1,VIREAN & TS TRADING
0781.342.522,2,1,VETEX VETERAN FOOTBALL CLUB
0781.610.558,2,1,EXOTIC DRINKS
0781.697.858,2,1,Metal
0781.781.990,2,1,NEW MAXIME
0781.816.832,2,1,Classified Ambassador
0781.836.331,2,1,RT Game
0781.850.484,2,1,I.S.B. SERVICES
0781.864.441,2,1,Rudolph & Snoozy
0781.883.148,2,1,Segers Malko
0781.922.245,2,1,"Vereniging van Mede-eigenaars ""WINVEST 358"" Dambruggestraat 163 gelegen te 2060 Antwerpen"
0781.950.949,2,1,AL BAARAKA
0781.971.042,2,1,"Vereniging van Mede-eigenaars ""WINVEST 460"" Lange Van Bloerstraat 131 te 2060 Antwerpen"
0781.981.336,2,1,"Vereniging van Mede-eigenaars van het gebouw ""Residentie Delinstraat 18"" gelegen te 2060 Antwerpen, Delinstraat 18"
0782.240.464,2,1,"Vereniging van Mede-eigenaars ""WINVEST 486"" Pothoekstraat 35 gelegen te 2060 Antwerpen, Pothoekstraat 35"
0782.241.157,2,1,AASHIRWAD
0782.372.603,2,1,DOM INSPECTION
0782.462.376,2,1,De Tovenaar
0782.560.267,2,1,VEEBLEFETZER
0782.600.849,2,1,Boris Bouw
0782.611.737,2,1,BANEEN
0782.682.706,2,1,LONG SHUN
0782.716.160,2,1,ALB TRANS
0782.778.122,2,1,Anthonis - Nahon beheer
0782.813.853,2,1,SAMED BOUW
0782.831.372,2,1,KUBES
0782.832.362,2,1,TM RE-ST TRANS
0782.865.026,2,1,Benkan Belgie vzw
0782.865.026,2,2,Benkan
0782.882.248,2,1,"Vereniging van Mede-eigenaars ""WINVEST 379"" Van Aerdtstraat 16 gelegen te 2060 Antwerpen"
0782.886.802,2,1,RETIRO DA ROSINHA
0782.890.760,2,1,De Smedt Digital Consulting
0782.949.554,2,1,"Vereniging van mede-eigenaars ""Lange Lobroekstraat 105-111"" gelegen te 2060 Antwerpen, Lange Lobroekstraat 105/111"
0783.242.435,2,1,Samaka Constructions
0783.244.910,2,1,OX WEAR
0783.322.708,2,1,FINSIGHTS
0783.336.762,2,1,"Vereniging van Mede-eigenaars van de RESIDENTIE LANGE ZAVELSTRAAT 68 gelegen te 2060 Antwerpen, Lange Zavelstraat 68"
0783.387.143,2,1,AFGHAN DARBAR
0783.432.871,2,1,Ahsen
0783.441.977,2,1,HHVDX
0783.443.759,2,1,CAFE BARAN
0783.451.281,2,1,BArts concept studio VZW
0783.451.281,2,2,BArts
0783.468.208,2,1,Fusion Events
0783.522.151,2,1,Wantan Restaurant
0783.522.151,2,3,Shirin
0783.542.739,2,1,EMBER BOUW
0783.619.052,2,1,Samsal
0783.948.951,2,1,SK & CO
0783.962.908,2,1,VIVA NORDIC
0783.972.905,2,1,KLIM EN BOULDERZAAL THE ISLAND
0783.972.905,2,2,THE ISLAND
0783.978.150,2,1,Arvid Van Tornout
0784.471.563,2,1,AKYOZ
0784.504.920,2,1,"Vereniging van Mede-eigenaars van het gebouw ""Winvest 472"" St-Jobstraat 43 gelegen te 2060 Antwerpen, St-Jobstraat 43"
0784.515.610,2,1,Atelier Faes
0784.518.182,2,1,BETEL BOUW
0784.637.849,2,1,VIC Productions
0784.637.849,2,2,VIC CCP
0784.723.367,2,1,MOEVS
0784.792.950,2,1,B&P Consulting
0784.943.103,2,1,KABUL BAZAR
0784.949.041,2,1,Melfina
0785.267.260,2,1,LBY Trans
0785.295.865,2,1,18 Capital
0785.330.707,2,1,Biwaco
0785.477.294,2,1,PARKD
0785.481.551,2,1,Runners' lab Triathlon Team
0785.481.551,2,2,RLTT
0785.514.017,2,1,"Vereniging van mede-eigenaars ""ANTWERPEN, ALFONS ENGELSSTRAAT 2"", gelegen te 2060 Antwerpen, Alfons Engelsstraat 2"
0785.597.060,2,1,NAJJAR KRUB
0785.608.740,2,1,ERTS Cycles
0785.608.740,2,2,ERTS
0785.664.960,2,1,COPY MET MELK
0785.761.168,2,1,Nimbus2060
0785.787.991,2,1,Dailyclean
0785.805.512,2,1,"De vereniging van mede-eigenaars 'Twee-Netenstraat 82' gelegen te 2060 Antwerpen, Twee Netenstraat 82"
0785.817.685,2,1,MANURA
0785.860.742,2,1,VLSBR
0785.932.008,2,1,DESCENDABRAM
0785.939.926,2,1,SYNGH
0786.289.819,2,1,SNA COMPANY
0786.332.973,2,1,milan
0786.350.987,2,1,"Vereniging van Mede-eigenaars Kerskstraat 155 gelegen te 2060 Antwerpen, Kerkstraat 155"
0786.388.995,2,1,LIGUE AFRICAINE POUR LA LUTTE CONTRE LE CANCER DU SEIN
0786.388.995,2,2,LALUCAS
0786.435.418,2,1,LPBV
0786.436.804,2,1,Oni Sar
0786.453.135,2,1,MD CREATIVE
0786.488.074,2,1,EVRE
0786.534.891,2,1,Lil' Papoe
0786.593.982,2,1,L&T
0786.616.748,2,1,SECOND NATURE
0786.622.092,2,1,DE PIJL
0786.683.757,2,1,LA CASA MIA
0786.684.054,2,1,CHATEAU NAVEAU
0786.808.669,2,1,ZM IMPEX
0786.837.175,2,1,Somali Weyn shop
0786.865.285,2,1,SUAREZ MATEO
0786.953.377,2,1,JAISHANKAR
0787.193.404,2,1,Vereniging van Mede-eigenaars van het gebouw Lange Slachterijstraat 14 gelegen te 2060 Antwerpen
0787.430.063,2,1,Lexys
0787.468.368,2,1,Echo
0787.493.906,2,1,INFLIX
0787.529.835,2,1,H.M. World Services
0787.541.119,2,1,Tarik
0787.587.738,2,1,POSITIVO
0787.642.077,2,1,Niche Consult
0787.666.229,2,1,"Vereniging van Mede-eigenaars van het gebouw ""Selderstraat 7"" gelegen te 2060 Antwerpen, Selderstraat 7"
0787.693.646,2,1,"Vereniging van Mede-eigenaars ""Residentie Docksite"" gelegen te 2060 Antwerpen, Noordschipperdok 9"
0787.802.920,2,1,AMKA Trading
0787.946.638,2,1,"Vereniging van Mede-eigenaars van het gebouw ""WINVEST 481"" gelegen te 2060 Antwerpen, Pothoekstraat 28/30"
0787.951.982,2,1,Vereniging van Mede-eigenaars Fuggerstraat 19 gelegen te 2060 Antwerpen
0787.991.277,2,1,Muska Fashion
0788.257.335,2,1,MUSKER
0788.373.438,2,1,"Dr. Sandrine Beeckman, anesthesie en urgentiegeneeskunde"
0788.398.875,2,1,Administratiekantoor Apicbase
0788.408.773,2,1,Al Muhajer Abid
0788.534.675,2,1,Tijanyasufies of Belgium
0788.605.248,2,1,ZYL Services
0788.724.420,2,1,Carnal
0788.780.541,2,1,DOKTER STEFANIE DEVRIENDT
0788.843.590,2,1,Liman MSE
0788.904.859,2,1,MENZ TRADING
0788.910.304,2,1,LOVE BELGIUM
0788.927.823,2,1,NOA ALL RENO
0788.958.705,2,1,STilfulD
0788.980.281,2,1,MADOG
0789.279.496,2,1,BASSEM
0789.303.054,2,1,Devran. D
0789.334.827,2,1,Dana Montana
0789.339.676,2,1,Royal 1221
0789.361.452,2,1,Qualeadity
0789.437.765,2,1,Cafe Cabare
0789.614.048,2,1,Berg + Bos
0789.622.461,2,1,Samuel Vanthienen
0789.971.562,2,1,Antwerp Culinary Arts
0789.977.797,2,1,"Vereniging van Mede-eigenaars van het gebouw ""Lange Van Bloerstraat 141"" gelegen te 2060 Antwerpen, Lange Van Bloerstraat 141"
0789.982.846,2,1,Calima
0790.122.210,2,1,Setti Techniek
0790.133.195,2,1,ROM BOUW
0790.145.964,2,1,AFC 5
0790.146.261,2,1,TOPLINK
0790.179.915,2,1,SS2
0790.242.271,2,1,Titans of Industry
0790.346.793,2,1,FOOD 123
0790.357.681,2,1,Low Orbit
0790.383.813,2,1,Monjos
0790.484.771,2,1,ARTT GARDEN
0790.572.170,2,1,BL8
0790.576.625,2,1,"Vereniging van Mede-eigenaars van het gebouw te Antwerpen-Borgerhout, Van Maerlantstraat 78"
0790.577.714,2,1,Commercial Advisor Philippe Adriaensen
0790.577.714,2,2,CA.PA
0790.620.769,2,1,Gerritse Consulting
0790.643.139,2,1,SOLLOS
0790.651.948,2,1,Edito Consulting
0790.665.707,2,1,Oscar Amca
0790.828.627,2,1,"Vereniging van mede-eigenaars van het gebouw gelegen te 2060 Antwerpen, Vliegenstraat 4"
0790.828.924,2,1,"Vereniging van Mede-eigenaars ""JOHN MARTIN - PAKHUIZEN"" te Klamperstraat 38, 2060 Antwerpen"
0790.962.447,2,1,Narcisse Noir
0790.989.963,2,1,Ayconnect Solutions
0791.183.765,2,1,De Keet
0791.220.684,2,1,BRISA MAR
0791.234.047,2,1,Black squid
0791.322.535,2,1,Ayan Invest
0791.413.793,2,1,O.T. Technics
0791.449.130,2,1,"Vereniging van Mede-eigenaars 'Duinstraat 126' gelegen te 2060 Antwerpen, Duinstraat 126"
0791.468.233,2,1,"Vereniging van Mede-eigenaars van het gebouw ""Winvest 496"" gelegen te 2060 Antwerpen, Oranjestraat 55"
0791.492.878,2,1,Advocaat Cédric Martens
0791.527.819,2,1,"Vereniging van Mede-eigenaars van het gebouw 'Van de Wervestraat 12' gelegen te 2060 Antwerpen, Van de Wervestraat 12"
0791.560.382,2,1,WADAN
0791.606.607,2,1,JS Consulting
0791.607.892,2,1,BARKATI
0791.796.746,2,1,ABU OUDA NUTS
0791.867.814,2,1,Sortinize
0792.158.715,2,1,Forever Clean
0792.158.715,2,2,FC
0792.230.375,2,1,Giraf
0792.260.861,2,1,Bakkerij Achkif
0792.263.732,2,1,"""Vereniging van mede-eigenaars van het gebouw gelegen te 2060 Antwerpen, Diepestraat 42"""
0792.268.482,2,1,HILGERT
0792.277.291,2,1,DIRI
0792.303.621,2,1,Abdali-Denim
0792.362.811,2,1,DRUKBEZIG
0792.419.130,2,1,SNACK NOORD
0792.563.937,2,1,SONIA SCHOONMAAK
0792.662.026,2,1,WORKWEAR SAAD
0792.686.275,2,1,Phoebe’s Construction
0792.791.193,2,1,Teliros
0792.959.855,2,1,Dr. Katelijne Maus
0793.107.137,2,1,Fonds 19 april
0793.107.137,2,2,F194
0793.173.057,2,1,Ilias Vleeshandel
0793.214.728,2,1,NANGARHAR
0793.284.410,2,1,Baeri Consult
0793.326.970,2,1,RIJK
0793.332.514,2,1,Akker
0793.425.554,2,1,"Vereniging van Mede-eigenaars van de Residentie AMBER gelegen te 2060 Antwerpen, Fuggerstraat 20"
0793.575.212,2,1,Huys Kultuur
0793.619.950,2,1,SPIRITS & SOUNDS
0793.745.753,2,1,Briljant Target
0793.745.753,2,3,Briljant Target
0793.831.271,2,1,M&E Advisory
0793.883.632,2,1,UNIQUE ENERGY
0793.945.889,2,1,"Vereniging van Mede-eigenaars Trapstraat 52A gelegen te 2060 Antwerpen, Trapstraat 52A"
0793.988.055,2,1,MORANG
0794.141.473,2,1,Redpeppercompany
0794.141.473,2,2,Redpeppercompany
0794.144.641,2,1,Rosalien Karel & Marie
0794.146.621,2,1,CABRON INVEST
0794.201.158,2,1,Ventra
0794.222.241,2,1,Optop
0794.242.334,2,1,AS LONG AS IT TAKES
0794.256.784,2,1,AMOR CIBUM
0794.348.440,2,1,BAR-AN COMPANY
0794.365.464,2,1,A&H
0794.536.403,2,1,BOZKIR
0794.642.212,2,1,Medisch Huis Noordhoek
0794.642.905,2,1,K&M Construct
0794.675.666,2,1,Multi-Service Company
0794.675.666,2,3,KUISNU
0794.705.657,2,1,Dr. Evy Lenaerts
0794.733.371,2,1,AWAT
0794.786.029,2,1,"Vereniging van Mede-eigenaars van het gebouw Sint-Jobstraat 25 gelegen te 2060 Antwerpen, Sint-Jobstraat 25"
0794.788.504,2,1,MMA Tech
0794.805.429,2,1,Fontaliste
0795.084.056,2,1,IBR - Transport
0795.091.182,2,1,Benjamin Abel Meirhaeghe
0795.260.141,2,1,SECUIANU
0795.280.828,2,1,Q-Motion
0795.347.144,2,1,Dr. Ali Al-Ani
0795.466.811,2,1,ABDALI
0795.469.284,2,1,Experience Land
0795.490.070,2,1,MERSAL
0795.734.946,2,1,Dokter Laura Lemmens
0795.739.401,2,1,Transtel
0795.766.818,2,1,Hechez Group
0795.891.037,2,1,Ensar26
0795.921.028,2,1,Autohandel internationaal
0795.967.845,2,1,CHAPEWERKEN SAS
0797.000.104,2,1,JAWS
0797.129.370,2,1,Oguh
0797.145.307,2,1,BRIDAL DREAM
0797.241.416,2,1,A.H.CLEAN
0797.250.819,2,1,"Vereniging  van Mede-eigenaars ""Oranje Dam"" gelegen te 2060 Antwerpen, Oranjestraat 106"
0797.265.071,2,1,Magic Dental Centre
0797.311.789,2,1,Fidan B
0797.344.552,2,1,KARADA
0797.414.630,2,1,ANAKWABOE
0797.455.905,2,1,NUZ.AMO
0797.582.696,2,1,377
0797.609.026,2,1,ALLROUND CARE
0797.609.422,2,1,SD
0797.712.063,2,1,RMB
0797.728.889,2,1,EDTA DQYAMTA
0797.754.427,2,1,Equity Invest Partners
0797.779.072,2,1,AFGHAN STYLE
0797.793.128,2,1,BRANDSTOF
0797.857.860,2,1,Camine
0797.857.860,2,2,Camine
0797.872.906,2,1,DMT Consulting
0797.884.386,2,1,HUIS VAN BART
0797.885.970,2,1,Aegis Contract Management
0798.193.105,2,1,Studio 19-4052
0798.206.565,2,1,Zouzou's Kitchen
0798.284.957,2,1,FCKLCK.STUDIO BELGIUM
0798.373.742,2,1,ALLAJAN
0798.503.604,2,1,Otherside Capital
0798.516.668,2,1,"Vereniging van Mede-eigenaars ""Residentie Hardenvoort 32"" gelegen te 2060 Antwerpen, Hardenvoort 32"
0798.517.262,2,1,"""Vereniging van Mede-eigenaars van het gebouw gelegen te 2060 Antwerpen, Dambruggestraat 215"""
0798.519.440,2,1,Vrank en Vryens
0798.521.717,2,1,commandline
0798.622.378,2,1,Statuur
0798.640.095,2,1,Maarten Appelen
0798.667.415,2,1,Desi Theka
0798.677.511,2,1,Giveme5
0798.682.558,2,1,SEVSOMER
0798.683.944,2,1,Wander Aware
0798.727.494,2,1,FORCE ANTWERP
0798.727.494,2,2,CKI
0798.733.731,2,1,Sub Undam
0798.848.349,2,1,BLN COMPANY
0798.954.257,2,1,THE BAKERY ANTWERP
0799.153.207,2,1,Red Gate
0799.252.680,2,1,KBU CONSULT
0799.277.822,2,1,WOMCO
0799.288.809,2,1,Equity Invest Partners - Corporate
0799.360.865,2,1,Aline DE KEYSER
0799.370.565,2,1,WATTPLUS
0799.375.317,2,1,GTC Logistics
0799.381.651,2,1,PERspective
0799.437.475,2,1,Kowanco
0799.448.066,2,1,Belgische-Oekraïense vereniging
0799.448.066,2,2,BelUkra
0799.512.107,2,1,RAENA ENTREPRISES
0799.534.079,2,1,"Vereniging van Mede-eigenaars van het gebouw ""Winvest 220"" Lange Slachterijstraat 1 gelegen te 2060 Antwerpen, Lange Slachterijstraat 1"
0799.548.531,2,1,BRANDO RECRUITMENT
0799.604.256,2,1,Vereniging van Mede-eigenaars van het gebouw Veldstraat 56 gelegen te 2060 Antwerpen
0799.643.551,2,1,DHILLON GROUP
0799.646.323,2,1,U.S. KHAN ALI
0799.764.604,2,1,Sabor Punta Cana
0799.777.470,2,1,Piri Pelt
0799.930.987,2,1,Za Vibe Maschina
0799.930.987,2,2,ZVM
0799.938.709,2,1,Lode Vochten
0800.115.485,2,1,"Vereniging van Mede-eigenaars van het gebouw Van Stralenstraat 60 gelegen te 2060 Antwerpen, Van Stralenstraat 60"
0800.176.061,2,1,Optop Services
0800.292.065,2,1,DIMENS Partners
0800.398.963,2,1,Virtual Fixer
0800.504.871,4,1,Mecanoo & Low
0800.507.742,2,1,AR.M
0800.530.409,2,1,Vereniging van Mede-eigenaars van het appartementsgebouw Van stralenstraat 15 gelegen te 2060 Antwerpen
0800.631.565,2,1,MNW
0800.728.169,2,1,MAHONI
0800.737.770,2,1,Studio Anvers
0800.787.557,2,1,AZ FRUIT
0800.809.828,2,1,Frozen Art
0800.846.549,2,1,Pieter Boon
0800.968.095,2,1,TIM COPPENS
0800.978.884,2,1,De Luxe Cleaning
0800.985.913,2,1,CLARIVOIX
0801.071.035,2,1,YB GROUP
0801.117.753,2,1,KHAN ZAIQA
0801.187.633,2,1,Ufuk investissement
0801.232.371,2,1,PIZZACITY
0801.241.873,2,1,TAMATA
0801.242.764,2,1,DentalCAM
0801.254.741,2,1,KABUL DARBAAR
0801.286.514,2,1,JaLe
0801.312.941,2,1,FAAR (for artists and residents)
0801.312.941,2,2,FAAR
0801.313.436,2,1,OVERLAST
0801.425.777,2,1,Dzheli
0801.427.262,2,1,SKBC
0801.437.358,2,1,OOGSTTAFEL
0801.437.358,2,3,"STEK-Antwerpen, Gerald Furniture, Oogsttafel"
0801.543.167,2,1,Motives
0801.562.864,2,1,AL-BARAKA
0801.620.767,2,1,VLADIBO
0801.724.004,2,1,BUILDING and CO
0801.776.066,2,1,Louise Lauwers Architect
0801.813.084,2,1,SR COMPANY
0801.835.652,2,1,QORYOLEY
0801.906.819,2,1,The Essential
0801.922.160,2,1,KAMAR
0802.119.229,2,1,TOGAB
0802.209.301,2,1,MRY Banden
0802.225.236,2,1,MR MUSA SNEL REPARATIE
0802.227.909,2,1,TU & NI
0802.293.730,2,1,ANAZ
0802.348.762,2,1,Tiny Tigers
